2022-08-18 21:52:37.576369 Python.txt CLOSE
2022-08-18 21:53:10.521082 Hello.txt OPEN
2022-08-18 21:53:10.521082 Hello.txt CLOSE
2022-08-18 21:53:10.521082 Capital.txt OPEN
2022-08-18 21:53:10.521082 Capital.txt CLOSE
2022-08-18 21:53:10.521082 Python.txt OPEN
2022-08-18 21:53:10.521082 Python.txt CLOSE
2022-08-18 21:53:55.414003 Hello.txt OPEN
2022-08-18 21:53:55.414003 Hello.txt CLOSE
2022-08-18 21:53:55.414003 Capital.txt OPEN
2022-08-18 21:53:55.414003 Capital.txt CLOSE
2022-08-18 21:53:55.414003 Python.txt OPEN
2022-08-18 21:53:55.414003 Python.txt CLOSE
2022-08-18 21:54:06.955931 Hello.txt OPEN
2022-08-18 21:54:06.955931 Hello.txt CLOSE
2022-08-18 21:54:06.955931 Capital.txt OPEN
2022-08-18 21:54:06.955931 Capital.txt CLOSE
2022-08-18 21:54:06.955931 Python.txt OPEN
2022-08-18 21:54:06.955931 Python.txt CLOSE
2022-08-18 21:58:06.344092 Hello.txt OPEN
2022-08-18 21:58:06.344092 Hello.txt CLOSE
2022-08-18 21:58:06.344092 Capital.txt OPEN
2022-08-18 21:58:06.344092 Capital.txt CLOSE
2022-08-18 21:58:06.344092 Python.txt OPEN
2022-08-18 21:58:06.344092 Python.txt CLOSE
